# Built 2026-09-23 on gps3, together with the file beside it, by ONE command:
#   scripts/build_crd_catalog.py --root /srv/gnss-archive --root $P \
#       --rinex <listing of every RINEX path in the archive, 480,178 lines> \
#       -o docs/bern52/crd_catalog.csv --clusters-out docs/bern52/crd_clusters.csv
# Both files must come from the same invocation: --rinex adds sites that only
# RINEX headers cover, so a run without it yields fewer sites in both.
# One row per distinct MONUMENT, not per site code. A code
# naming two physical marks appears twice. Judge a real
# collision by cluster SIZE and RATIO -- see _cluster_row().
site,cluster,of_clusters,n_rows,n_files,x,y,z,lat,lon,height,spread_m,best_kind,frames
SOLD,2,2,53,53,-3185919.8496,5294426.2188,1575995.0628,14.4008540,121.0374168,70.728,0.00,RNX2SNX,ITRF00|ITRF2005
SOLE,1,1,200,200,-3554242.9724,5182253.7751,1088737.3640,9.8942028,124.4442345,86.490,7.99,GPSEST,ITRF2005
SOLF,1,1,150,150,-3581337.2906,5156777.0223,1120708.5825,10.1876121,124.7796463,168.282,7.32,GPSEST,ITRF2005
SOLG,1,1,125,125,-3604588.9390,5137830.6632,1132503.7202,10.2961287,125.0526548,73.859,7.54,GPSEST,ITRF2005
SOLH,1,1,178,178,-3615489.9177,5130896.5932,1129204.3935,10.2658151,125.1704659,73.032,8.13,GPSEST,ITRF2005
SOLI,1,1,364,364,-3621704.4415,5124476.9728,1138325.0343,10.3496296,125.2506128,69.960,513.52,GPSEST,ITRF2005
SOLJ,1,1,92,92,-3659035.4087,5088297.9514,1180441.4736,10.7368410,125.7202114,118.965,7.14,GPSEST,ITRF2005
SOLK,1,1,455,455,-3503726.1754,5221223.1506,1066308.1717,9.6883988,123.8637711,102.897,8.21,GPSEST,ITRF2005
SOLL,1,1,57,57,-3628916.9732,5129821.7596,1090699.8418,9.9122114,125.2761917,87.925,6.52,GPSEST,ITRF2005
SOLO,1,1,268,268,-5911340.1180,2156887.9538,-1038663.3822,-9.4349096,159.9543431,122.938,0.55,RNX2SNX,IGS20|IGS20_0
SOMA,1,1,91,91,-3689450.4029,5118349.2159,930905.1529,8.4486586,125.7851262,104.734,2.58,GPSEST,ITRF2005
SOMB,1,1,101,101,-3718293.9750,5092744.8114,955905.9609,8.6772843,126.1337760,81.731,2.87,GPSEST,ITRF2005
SOMC,1,1,59,59,-3693691.0764,5118564.0405,912741.8253,8.2826874,125.8152120,88.758,2.75,GPSEST,ITRF2005
SOMD,1,1,169,169,-3706504.8282,5104916.2566,936848.2819,8.5029893,125.9821163,103.180,3.88,GPSEST,ITRF2005
SOME,1,1,122,122,-3718598.9468,5095599.1502,939669.9266,8.5287761,126.1207258,110.340,6.41,GPSEST,ITRF2005
SOMF,1,1,106,106,-3682948.5828,5140673.9870,828698.9779,7.5154764,125.6190619,108.019,2.88,GPSEST,ITRF2005
SOMG,1,1,93,93,-3700878.4832,5126501.4445,836376.4786,7.5855271,125.8259373,88.349,2.62,GPSEST,ITRF2005
SOMH,1,1,86,86,-3710111.2903,5121300.3008,827648.2013,7.5058697,125.9213429,127.699,2.90,GPSEST,ITRF2005
SOMI,1,1,96,96,-3723771.3107,5108402.5170,845765.6676,7.6711216,126.0901878,137.798,6.49,GPSEST,ITRF2005
SOMJ,1,1,135,135,-3739039.4085,5083709.7518,922651.7132,8.3732671,126.3342689,71.518,2.91,GPSEST,ITRF2005
SOMK,1,1,83,83,-3754351.2560,5083701.9045,858734.3102,7.7895368,126.4461405,73.786,2.89,GPSEST,ITRF2005
SOML,1,1,99,99,-3722786.6188,5122443.7442,760961.7442,6.8981493,126.0081501,70.855,2.83,GPSEST,ITRF2005
SOMM,1,1,70,70,-3744542.3553,5106018.5481,764581.4651,6.9311186,126.2547772,71.796,2.96,GPSEST,ITRF2005
SOUF,1,1,2,2,2910909.5279,-5397728.7458,1751904.0709,16.0449814,-61.6627188,1417.670,0.00,REFERENCE,ITRF2014_0
SP0G,1,1,63,63,3328984.5948,761910.1952,5369033.6277,57.7149580,12.8913478,219.935,0.23,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005|ITRF2014_0
SPAB,1,1,625,625,-3217091.6237,5286073.7518,1541033.6698,14.0745871,121.3245921,189.064,6.84,RNX2SNX,IGS14|IGS20|ITRF2005
SPBY,1,1,2,2,-3988046.3154,2498705.4546,-4290517.2882,-42.5464381,147.9308502,1.069,0.00,REFERENCE,ITRF2014_0
SPK1,1,1,2,2,-2535991.9874,-4642434.9178,3552148.2872,34.0593430,-118.6461620,440.131,0.00,REFERENCE,ITRF2014_0
SPLT,1,1,2,2,4444024.9267,1311189.2152,4368530.1661,43.5066415,16.4384534,48.202,0.00,REFERENCE,ITRF2014_0
SPLY,1,1,619,619,-3371373.0163,5305842.2239,1075081.2336,9.7689020,122.4321914,84.287,0.17,RNX2SNX,IGS14|IGS20
SPMX,1,1,2,2,-2352721.1956,-4940155.3568,3271598.5983,31.0450454,-115.4658623,2763.655,0.00,REFERENCE,ITRF2014_0
SPT0,1,1,59,59,3328984.5948,761910.1952,5369033.6277,57.7149580,12.8913478,219.935,0.23,RNX2SNX,IGS00|ITRF00|ITRF2005|ITRF2014_0
SQJR,1,1,56,56,-3476733.4930,5249770.5598,1013645.8029,9.2056996,123.5150707,120.527,0.09,RNX2SNX,IGS14|IGS20
SRMP,1,1,2,2,1094652.5635,-1528639.6471,6074674.3849,72.9106778,-54.3937047,370.384,0.00,REFERENCE,ITRF2014_0
SRQE,1,1,66,66,-3127471.1838,5271186.2483,1759297.6409,16.1178253,120.6812701,143.943,9.21,GPSEST,ITRF2005
SRS1,1,1,2,2,-2651739.2636,-4580896.6344,3546883.4376,34.0043360,-120.0652217,68.214,0.00,REFERENCE,ITRF2014_0
SSA1,1,1,2,2,4863840.3150,-3871158.6461,-1422726.6710,-12.9751572,-38.5164850,-2.099,0.00,REFERENCE,ITRF2014_0
SSES,1,1,53,53,-2979277.6700,4975367.8300,2646446.1900,24.6752148,120.9134070,49.169,0.00,RNX2SNX,ITRF00|ITRF2005
SSIA,1,1,64,64,95566.9717,-6197785.5751,1500590.4782,13.6970844,-89.1165957,626.608,0.11,RNX2SNX,IGS00|IGS08|IGb08|ITRF00|ITRF2005|ITRF2014_0
STAS,1,1,2,2,3275753.5576,321111.1098,5445042.1225,59.0177127,5.5986256,104.920,0.00,REFERENCE,ITRF2014_0
STAV,1,1,29,11,3275753.7325,321110.9456,5445041.9715,59.0177108,5.5986224,104.872,0.28,REFERENCE,IGS00|IGS97|ITRF2014_0|ITRF97
STCV,1,1,56,56,-3202792.9180,5143718.6476,1984705.2448,18.2500599,121.9089110,54.431,0.01,RNX2SNX,IGS14|IGS20
STHL,1,1,700,700,6104817.3013,-605827.6873,-1740738.5876,-15.9425316,-5.6673426,453.179,0.45,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
STJ2,1,1,2,2,2612598.0932,-3426832.7826,4686757.1324,47.5952323,-52.6783060,152.605,0.00,REFERENCE,ITRF2014_0
STJ3,1,1,268,268,2612588.4311,-3426820.6605,4686773.8700,47.5954367,-52.6783105,154.513,0.20,RNX2SNX,IGS20|IGS20_0
STJO,1,1,776,767,2612630.7290,-3426807.0577,4686758.0467,47.5952423,-52.6777536,152.828,0.57,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
STK2,1,1,270,270,-3642161.5280,2861487.8770,4370351.1923,43.5286418,141.8448206,118.622,0.31,RNX2SNX,IGS20|IGS20_0|ITRF2014_0
STL3,1,1,2,2,21018.2298,-4990461.9308,3958770.8147,38.6110884,-89.7586899,157.152,0.00,REFERENCE,ITRF2014_0
STNA,1,14,2211,2211,-3219918.4162,5124473.8456,2006499.7138,18.4575285,122.1428418,50.923,91.25,RNX2SNX,IGS14|IGS20|ITRF2005
STNA,2,14,4,4,-3228506.0658,5121187.2780,2030640.3151,18.6589802,122.2282088,9433.716,477.80,GPSEST,ITRF2005
STNA,3,14,4,4,-3229551.4838,5120956.1650,2038561.2928,18.7256040,122.2377445,12315.268,60.29,GPSEST,ITRF2005
STNA,4,14,2,2,-3226013.3342,5124725.5956,2012706.3245,18.5007910,122.1904035,5297.813,0.00,GPSEST,ITRF2005
STNA,5,14,2,2,-3231860.5118,5126246.1406,2016762.0403,18.5228782,122.2295304,10760.891,0.00,GPSEST,ITRF2005
STNA,6,14,2,2,-3233131.5954,5124462.1840,2008590.7713,18.4553419,122.2486944,7381.609,0.00,GPSEST,ITRF2005
STNA,7,14,2,2,-3242419.0059,5123765.5180,2004771.0514,18.4101761,122.3264286,10321.638,0.00,GPSEST,ITRF2005
STNA,8,14,2,2,-3225171.6274,5123313.6880,2021680.1618,18.5823015,122.1907806,6593.443,0.00,GPSEST,ITRF2005
STNA,9,14,2,2,-3218939.5041,5125371.2637,2025925.8577,18.6231535,122.1304753,6454.685,0.00,GPSEST,ITRF2005
STNA,10,14,2,2,-3226457.8037,5128325.1862,2027559.1797,18.6183882,122.1758264,13137.843,0.00,GPSEST,ITRF2005
STNA,11,14,2,2,-3214749.5916,5120918.1876,2040464.0677,18.7648071,122.1192952,5431.552,0.00,GPSEST,ITRF2005
STNA,12,14,2,2,-3224431.5678,5123798.1098,2016093.2083,18.5344487,122.1824108,4830.220,0.00,GPSEST,ITRF2005
STNA,13,14,2,2,-3229024.0739,5124654.0246,2022938.8069,18.5839015,122.2148657,10015.562,0.00,GPSEST,ITRF2005
STNA,14,14,2,2,-3222986.1227,5122963.7749,2014681.1766,18.5265958,122.1750366,2982.022,0.00,GPSEST,ITRF2005
STNY,1,1,2,2,-4111952.4233,2856387.5901,-3938194.5824,-38.3751795,145.2140373,29.216,0.00,REFERENCE,ITRF2014_0
STP1,1,1,2,2,-151856.0669,-4569681.7681,4432570.8666,44.3039489,-91.9033078,353.757,0.00,REFERENCE,ITRF2014_0
STPM,1,1,268,268,2436207.9043,-3634804.8956,4624885.5818,46.7778259,-56.1682482,0.434,0.20,RNX2SNX,IGS20|IGS20_0
STR1,1,1,55,55,-4467102.4699,2683039.4729,-3666949.6690,-35.3155359,149.0100514,799.942,0.59,RNX2SNX,ITRF00|ITRF2005|ITRF2014_0
STR2,1,1,63,63,-4467074.5235,2683011.8495,-3667007.9698,-35.3161635,149.0101536,802.490,0.58,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005|ITRF2014_0
STRL,1,1,4,4,-4467063.7531,2683034.4762,-3667007.2326,-35.3161455,149.0098793,804.037,0.00,REFERENCE,IGS00
STRR,1,1,2,2,-4467102.8410,2683039.4736,-3666949.2127,-35.3155309,149.0100535,799.938,0.00,REFERENCE,ITRF2014_0
STVI,1,1,2,2,2561887.1101,-5487593.7288,1994143.1144,18.3400948,-64.9744473,-21.473,0.00,REFERENCE,ITRF2014_0
SUAL,1,1,102,102,-3072766.3994,5304881.8595,1754473.5640,16.0724297,120.0808689,153.307,5.88,GPSEST,ITRF2005
SUAO,1,1,91,91,-3063681.6614,4928320.7332,2638097.8151,24.5923996,121.8670756,25.306,1.18,RNX2SNX,ITRF00|ITRF2005|WGS-84
SULP,1,1,270,270,3765296.6179,1677559.5178,4851297.5897,49.8355911,24.0144942,370.525,0.39,RNX2SNX,IGS20|IGS20_0|ITRF2014_0
SULT,1,1,619,619,-3621719.9293,5086259.0464,1297419.2660,11.8152491,125.4531347,70.235,0.10,RNX2SNX,IGS14|IGS20
SUMK,1,1,2,2,1262670.6575,4402617.4998,4425403.8506,44.2081314,73.9971091,1012.149,0.00,REFERENCE,ITRF2014_0
SUN1,1,1,48,48,-2997875.7821,5007428.8499,2566681.1408,23.8812425,120.9083517,1035.871,0.04,OTHER,WGS-84
SUNM,1,1,10,10,-5046793.8136,2567554.7019,-2926028.0601,-27.4848959,153.0352986,92.022,0.59,REFERENCE,IGS00|IGS97|ITRF2014_0
SURI,1,1,11,11,-3658610.9006,5114994.1120,1061800.2821,9.6468545,125.5750705,233.975,15.53,GPSEST,ITRF2005
SUTH,1,1,771,767,5041274.9183,1916054.5459,-3397075.6135,-32.3802070,20.8104663,1799.762,0.74,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
SUTM,1,1,758,758,5041190.2955,1916067.5216,-3397189.0666,-32.3814304,20.8109145,1797.612,0.64,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
SUTV,1,1,628,628,5041274.9184,1916054.5462,-3397075.6103,-32.3802070,20.8104663,1799.761,0.52,RNX2SNX,IGS14|IGS14_0|IGS20|IGb08|ITRF2014_0
SUVA,1,1,4,4,-6060677.1011,166617.2214,-1973761.6237,-18.1459273,178.4252486,72.636,0.00,REFERENCE,IGS00
SUWN,1,1,767,767,-3062023.4468,4055447.7586,3841818.0740,37.2755125,127.0542478,82.264,0.90,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
SVAQ,1,2,15,15,-3315670.3095,5317997.6144,1182103.6945,10.7522162,121.9427542,72.375,6.86,GPSEST,ITRF2005
SVAQ,2,2,5,5,-3344973.0844,5275350.4060,1285341.3100,11.7037440,122.3778033,60.501,6.68,GPSEST,ITRF2005
SVTL,1,1,275,275,2730154.9765,1562365.0135,5529989.4294,60.5328643,29.7808828,76.725,0.73,RNX2SNX,IGS20|IGS20_0|IGS97|ITRF2014_0|ITRF97
SWAN,1,1,53,53,-2941544.4770,5069395.4747,2507425.1442,23.3014313,120.1246850,29.467,0.00,RNX2SNX,ITRF00|ITRF2005
SWAS,1,1,2,2,3963403.5024,-275880.6159,4972970.3004,51.5655592,-3.9817647,89.976,0.00,REFERENCE,ITRF2014_0
SWTG,1,1,2,2,3347545.1197,-374833.4204,5398005.4542,58.2075867,-6.3889464,60.082,0.00,REFERENCE,ITRF2014_0
SWYH,1,1,53,53,-2981315.4300,4976174.7800,2642961.7000,24.6400751,120.9265802,176.211,0.00,RNX2SNX,ITRF00|ITRF2005
SYDN,1,1,700,700,-4648241.0502,2560636.4409,-3526317.5504,-33.7808692,151.1503834,85.578,0.88,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
SYOG,1,1,766,766,1766207.9614,1460290.3081,-5932297.6539,-69.0069568,39.5837415,49.995,0.16,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
T101,1,1,53,53,-3053375.6739,5017260.1401,2478835.6174,23.0203382,121.3236201,110.354,0.00,RNX2SNX,ITRF00|ITRF2005
T102,1,1,53,53,-3049384.4524,5019934.9566,2478405.4602,23.0160148,121.2767962,137.261,0.00,RNX2SNX,ITRF00|ITRF2005
T103,1,1,53,53,-3045512.7531,5015417.0839,2492637.2948,23.1550165,121.2673883,316.509,0.00,RNX2SNX,ITRF00|ITRF2005
T104,1,1,53,53,-3043123.2032,5016851.4281,2492607.8294,23.1548201,121.2401747,292.436,0.00,RNX2SNX,ITRF00|ITRF2005
T105,1,1,53,53,-3041978.3312,5017496.1134,2492667.2154,23.1554637,121.2273514,276.796,0.00,RNX2SNX,ITRF00|ITRF2005
T106,1,1,53,53,-3042294.1186,5010100.1176,2506928.6068,23.2957286,121.2674718,240.676,0.00,RNX2SNX,ITRF00|ITRF2005
T107,1,1,53,53,-3042625.6547,5020205.2764,2486554.2200,23.0952973,121.2190455,315.139,0.00,RNX2SNX,ITRF00|ITRF2005
T108,1,1,53,53,-3041678.8312,5023403.3116,2481291.7322,23.0436386,121.1949731,318.245,0.00,RNX2SNX,ITRF00|ITRF2005
T109,1,1,53,53,-3040648.8793,5025852.3221,2477406.3225,23.0058346,121.1740068,235.964,0.00,RNX2SNX,ITRF00|ITRF2005
T110,1,1,53,53,-3034722.8519,5034701.9038,2466892.9455,22.9025317,121.0799412,290.595,0.00,RNX2SNX,ITRF00|ITRF2005
TABA,1,1,384,384,-3446552.7700,5161896.0498,1463968.0350,13.3578443,123.7306893,71.461,0.12,GPSEST,ITRF2005
TABL,1,1,2,2,-2448550.1487,-4668099.0418,3582741.0051,34.3818488,-117.6782828,2228.006,0.00,REFERENCE,ITRF2014_0
TABV,1,1,2,2,-2448550.1487,-4668099.0414,3582741.0048,34.3818488,-117.6782828,2228.006,0.00,REFERENCE,ITRF2014_0
TACB,1,1,619,619,-3589341.4068,5124619.2450,1235471.0996,11.2436706,125.0078344,89.237,0.10,RNX2SNX,IGS14|IGS20
TACH,1,1,53,53,-2955322.0330,5010114.2060,2607692.8310,24.2908434,120.5351300,33.845,0.00,RNX2SNX,ITRF00|ITRF2005
TACLOBAN,1,1,10,10,-3588937.8123,5124729.1944,1236144.5685,11.2498914,125.0042294,81.835,0.04,GPSEST,ITRF2005
TAEJ,1,1,771,762,-3120423.6650,4086355.1681,3761769.3435,36.3744186,127.3660872,77.471,0.84,RNX2SNX,IGS00|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|ITRF00|ITRF2005|ITRF2014_0|ITRF97
TAFT,1,1,26,26,-3617525.0535,5086765.8102,1307003.9171,11.9037940,125.4190703,63.832,188.64,GPSEST,ITRF2005
TAGAYTAY,1,1,230,230,-3181286.4570,5307490.6408,1543919.5571,14.1002779,120.9382862,717.996,323.38,GPSEST,ITRF2005
TAGB,1,1,53,53,-3668043.2870,5120644.3646,999857.2800,9.0794503,125.6149549,106.669,0.08,GPSEST,ITRF2005
TAH1,1,1,630,630,-5246404.7845,-3077284.2582,-1913838.6216,-17.5770229,-149.6062005,99.804,1.50,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGb08|ITRF2014_0
TAH2,1,1,628,628,-5246404.7847,-3077284.2581,-1913838.6216,-17.5770229,-149.6062005,99.804,1.50,RNX2SNX,IGS14|IGS14_0|IGS20|IGb08|ITRF2014_0
TAHI,1,1,71,62,-5246568.9032,-3076989.3378,-1913777.4292,-17.5765167,-149.6093791,74.043,318.37,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005|ITRF97
TAIW,1,1,251,251,-3024781.9974,4928936.8347,2681234.4503,25.0213316,121.5365409,43.983,6.84,GPSEST,IGS00|IGS97|ITRF2005|ITRF2014_0|ITRF97|WGS-84
TAIWAN,1,1,286,286,-3024781.9849,4928936.8139,2681234.4566,25.0213317,121.5365409,43.964,142.69,GPSEST,ITRF2005
TAKL,1,1,2,2,-5089175.8401,465847.6148,-3803541.6381,-36.8435985,174.7698945,40.868,0.00,REFERENCE,ITRF2014_0
TALA,1,1,2,2,1440489.6290,4489412.6551,4283257.7913,42.4454652,72.2104491,1498.512,0.00,REFERENCE,ITRF2014_0
TALI,1,1,619,619,-3202997.0596,5285765.4703,1570450.2933,14.3491373,121.2144612,63.565,0.09,RNX2SNX,IGS14|IGS20
TAMA,1,1,2,2,6289725.4577,-94603.9592,1051694.9793,9.5542565,-0.8617226,194.494,0.00,REFERENCE,ITRF2014_0
TAMP,1,1,2,2,-807922.6837,-5849358.2527,2402967.6662,22.2783209,-97.8640274,21.047,0.00,REFERENCE,ITRF2014_0
TANS,1,1,53,53,-3011412.8309,4928282.3052,2697297.2153,25.1815154,121.4268971,30.320,0.00,RNX2SNX,ITRF00|ITRF2005
TANY,1,15,1469,1469,-3214233.6953,5272149.5837,1595513.4142,14.5815555,121.3691100,709.064,167.53,RNX2SNX,IGS14|IGS20|ITRF2005
TANY,2,15,4,4,-3222272.5973,5267841.8041,1619419.2352,14.7892484,121.4536013,7265.950,398.52,GPSEST,ITRF2005
TANY,3,15,4,4,-3223043.5356,5267346.2351,1627249.9414,14.8576231,121.4621026,9249.645,222.35,GPSEST,ITRF2005
TANY,4,15,2,2,-3219572.3652,5271529.8462,1601188.0662,14.6260366,121.4143842,4318.901,0.00,GPSEST,ITRF2005
TANY,5,15,2,2,-3225514.6988,5272858.7496,1605415.9908,14.6533089,121.4549716,9482.989,0.00,GPSEST,ITRF2005
TANY,6,15,2,2,-3227531.2379,5271649.5526,1597526.3366,14.5843553,121.4767658,7512.280,0.00,GPSEST,ITRF2005
TANY,7,15,2,2,-3236700.8598,5271308.5306,1594172.9215,14.5448463,121.5508519,11026.584,0.00,GPSEST,ITRF2005
TANY,8,15,2,2,-3219294.2227,5270438.0321,1610557.4796,14.7103543,121.4174616,5649.785,0.00,GPSEST,ITRF2005
TANY,9,15,2,2,-3212020.3597,5269519.2477,1613594.1628,14.7473832,121.3642766,1999.050,0.00,GPSEST,ITRF2005
TANY,10,15,2,2,-3219798.9137,5274365.7308,1615772.0357,14.7475795,121.4024717,10471.932,0.00,GPSEST,ITRF2005
TANY,11,15,2,2,-3208702.7009,5267935.6912,1629439.2740,14.8928822,121.3456184,3075.815,0.00,GPSEST,ITRF2005
TANY,12,15,2,2,-3225333.4498,5272793.8715,1619702.6008,14.7783163,121.4538523,12967.139,0.00,GPSEST,ITRF2005
TANY,13,15,2,2,-3218502.4918,5271020.9572,1605016.6021,14.6617565,121.4083744,4327.112,0.00,GPSEST,ITRF2005
TANY,14,15,2,2,-3223041.9945,5271806.2990,1611895.7053,14.7148816,121.4405049,9009.066,0.00,GPSEST,ITRF2005
TANY,15,15,2,2,-3217156.3937,5270325.0895,1603663.5909,14.6528934,121.4010789,2731.551,0.00,GPSEST,ITRF2005
TANZ,1,1,2,2,4908011.7922,4004007.3555,-746405.3883,-6.7655853,39.2079254,70.454,0.00,REFERENCE,ITRF2014_0
TARI,1,1,2,2,5140808.1556,-504297.6650,3728985.0437,36.0085116,-5.6026165,49.911,0.00,REFERENCE,ITRF2014_0
TARL,1,1,74,74,-3129784.5263,5293308.0919,1687593.1173,15.4445891,120.5946335,93.622,2.56,GPSEST,ITRF2005
TASH,1,1,625,625,1695944.6848,4487138.6833,4190140.7679,41.3280500,69.2955724,439.692,0.38,RNX2SNX,IGS14|IGS14_0|IGS20|ITRF2014_0
TASI,1,1,53,53,-2937915.0000,5050110.0000,2549964.0000,23.7202696,120.1888188,36.253,0.00,RNX2SNX,ITRF00|ITRF2005
TASO,1,1,53,53,-2965374.0000,4995237.0000,2624935.0000,24.4612635,120.6950753,150.806,0.00,RNX2SNX,ITRF00|ITRF2005
TATA,1,1,53,53,-3187010.4697,5293941.4623,1575383.8180,14.3951725,121.0483991,61.199,0.00,RNX2SNX,ITRF00|ITRF2005
TAW2,1,1,619,619,-3154392.9092,5515655.6858,554873.7502,5.0242937,119.7651564,155.255,0.09,RNX2SNX,IGS14|IGS20
TAWI,1,1,942,942,-3154392.2867,5515655.5571,554873.6927,5.0242935,119.7651521,154.831,11.76,RNX2SNX,IGS14|IGS20|ITRF2005
TAYN,1,1,53,53,-3001407.0120,5042068.0640,2493207.7760,23.1593476,120.7641964,645.677,0.00,RNX2SNX,ITRF00|ITRF2005
TBTG,1,1,2,2,-5047203.4996,-2975933.3283,-2511520.6193,-23.3417985,-149.4755382,4.508,0.00,REFERENCE,ITRF2014_0
TCDR,1,1,619,619,-3589404.6576,5124569.1446,1235482.8411,11.2437831,125.0085721,86.868,0.46,RNX2SNX,IGS14|IGS20
TCGN,1,17,1124,1124,-3689418.8767,5118380.4035,930927.2603,8.4488472,125.7847283,114.773,9.19,RNX2SNX,IGS14|IGS20|ITRF2005
TCGN,2,17,4,4,-3696629.2927,5112808.7480,954682.5378,8.6615864,125.8674338,3354.943,207.41,GPSEST,ITRF2005
TCGN,3,17,4,4,-3696859.0843,5111543.9079,962293.1512,8.7307866,125.8758562,3625.576,412.79,GPSEST,ITRF2005
TCGN,4,17,2,2,-3694491.8556,5117406.9260,936711.0656,8.4976572,125.8272534,3121.641,0.00,GPSEST,ITRF2005
TCGN,5,17,2,2,-3700611.8817,5118955.6896,941142.5365,8.5307749,125.8640398,8563.742,0.00,GPSEST,ITRF2005
TCGN,6,17,2,2,-3702868.4503,5118182.2578,933207.6449,8.4589821,125.8847359,8079.618,0.00,GPSEST,ITRF2005
TCGN,7,17,2,2,-3694055.1359,5116026.7842,945960.5081,8.5821646,125.8313735,3135.795,0.00,GPSEST,ITRF2005
TCGN,8,17,2,2,-3686976.2648,5114031.0878,948798.6546,8.6153222,125.7898334,-2135.440,0.00,GPSEST,ITRF2005
TCGN,9,17,2,2,-3695256.8683,5120431.3003,951588.8456,8.6266591,125.8168184,8204.380,0.00,GPSEST,ITRF2005
TCGN,10,17,2,2,-3682835.5889,5111604.7271,964474.1250,8.7614947,125.7721920,-4106.531,0.00,GPSEST,ITRF2005
TCGN,11,17,2,2,-3704723.8139,5111567.5912,981541.9131,8.8961617,125.9335685,11151.528,0.00,GPSEST,ITRF2005
TCGN,12,17,2,2,-3699203.8046,5117023.3869,954931.6126,8.6571140,125.8639576,8260.202,0.00,GPSEST,ITRF2005
TCGN,13,17,2,2,-3701240.6001,5111622.4037,971200.3405,8.8066850,125.9076710,7584.962,0.00,GPSEST,ITRF2005
TCGN,14,17,2,2,-3702524.8854,5114593.8603,961571.3581,8.7164074,125.9012965,9241.394,0.00,GPSEST,ITRF2005
TCGN,15,17,2,2,-3693234.9335,5116430.2225,940278.7586,8.5315907,125.8231911,2139.105,0.00,GPSEST,ITRF2005
TCGN,16,17,2,2,-3697541.1592,5116873.9327,947146.7459,8.5890827,125.8525233,6010.289,0.00,GPSEST,ITRF2005
TCGN,17,17,2,2,-3692029.9685,5115650.2213,938806.1201,8.5202183,125.8184641,597.886,0.00,GPSEST,ITRF2005
TCMS,1,1,758,758,-2982783.5165,4966659.8343,2658809.2709,24.7979843,120.9873964,77.239,0.81,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
TCSS,1,1,619,619,-3503721.0522,5221226.8842,1066311.0025,9.6884237,123.8637134,103.616,0.09,RNX2SNX,IGS14|IGS20
TCYU,1,1,53,53,-3000308.7572,4948091.1965,2673879.9948,24.9473993,121.2308130,207.355,0.00,RNX2SNX,ITRF00|ITRF2005
TEHN,1,1,630,630,3240498.7448,4049740.5074,3701663.4023,35.6972856,51.3340988,1194.589,0.67,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGb08|ITRF2014_0
TELA,1,1,64,64,4443535.4943,3086140.8312,3366854.1511,32.0679950,34.7808959,58.360,0.30,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005|ITRF2014_0|ITRF97
TEMP,1,17,9,9,-3503727.8227,5221226.2341,1066308.5714,9.6883971,123.8637679,106.393,2.63,RNXHDR,
TEMP,2,17,7,7,-3551583.0847,5180180.5822,1106952.3401,10.0614258,124.4349210,77.080,0.63,RNXHDR,
TEMP,3,17,7,7,-3554245.3433,5182257.2761,1088737.4729,9.8941972,124.4442343,90.674,0.82,RNXHDR,
TEMP,4,17,6,6,-3628915.3198,5173166.5764,865896.8977,7.8545237,125.0492068,382.349,0.00,RNXHDR,
TEMP,5,17,6,6,-3609036.9509,5196519.5409,806030.7537,7.3086899,124.7803814,187.784,0.00,RNXHDR,
TEMP,6,17,6,6,-3621598.5059,5192088.5427,777285.1402,7.0468084,124.8966401,107.516,0.00,RNXHDR,
TEMP,7,17,6,6,-3494944.9748,5193621.1501,1217865.1690,11.0814740,123.9378045,70.623,11.98,RNXHDR,
TEMP,8,17,6,6,-3505879.9208,5195157.1054,1179525.3329,10.7284974,124.0129009,68.689,3.94,RNXHDR,
TEMP,9,17,5,5,-3561008.7391,5230878.5824,796565.6165,7.2225358,124.2457361,81.171,0.00,RNXHDR,
TEMP,10,17,5,5,-3665511.7201,5165984.2512,744746.6864,6.7504630,125.3575148,88.072,0.00,RNXHDR,
TEMP,11,17,5,5,-3639560.3175,5180475.1337,772872.2649,7.0063364,125.0900890,348.631,0.00,RNXHDR,
