# Built 2026-09-23 on gps3, together with the file beside it, by ONE command:
#   scripts/build_crd_catalog.py --root /srv/gnss-archive --root $P \
#       --rinex <listing of every RINEX path in the archive, 480,178 lines> \
#       -o docs/bern52/crd_catalog.csv --clusters-out docs/bern52/crd_clusters.csv
# Both files must come from the same invocation: --rinex adds sites that only
# RINEX headers cover, so a run without it yields fewer sites in both.
# One row per distinct MONUMENT, not per site code. A code
# naming two physical marks appears twice. Judge a real
# collision by cluster SIZE and RATIO -- see _cluster_row().
site,cluster,of_clusters,n_rows,n_files,x,y,z,lat,lon,height,spread_m,best_kind,frames
7587,1,1,2,2,4117361.7199,2517077.0399,4157679.2708,40.9369969,31.4388003,822.719,0.00,REFERENCE,ITRF2008
7589,1,1,2,2,4121934.2496,2652189.6210,4069034.4082,39.8875087,32.7585770,974.359,0.00,REFERENCE,ITRF2008
7594,1,1,7,7,4075594.9714,931732.0711,4801569.3602,49.1442946,12.8772395,658.401,1.66,REFERENCE,IGS97|ITRF2008|ITRF97
7596,1,1,2,2,4075582.2884,931837.4121,4801560.1731,49.1441650,12.8786856,658.723,0.00,REFERENCE,ITRF2008
7597,1,1,2,2,4075601.7671,931826.6851,4801547.8909,49.1439799,12.8784827,660.291,0.00,REFERENCE,ITRF2008
7599,1,1,2,2,4075515.0398,931753.7987,4801631.5445,49.1451573,12.8777739,657.631,0.00,REFERENCE,ITRF2008
7602,1,1,2,2,2102904.1676,721602.4399,5958201.3004,69.6629736,18.9394351,132.905,0.00,REFERENCE,ITRF2008
7604,1,1,2,2,4228878.1020,-333104.1331,4747182.3652,48.4078687,-4.5038269,106.158,0.00,REFERENCE,ITRF2008
7805,1,1,2,2,2892595.2576,1311807.9249,5512610.9772,60.2173096,24.3945544,78.297,0.00,REFERENCE,ITRF2008
7806,1,1,2,2,2892607.0051,1311813.1922,5512598.7530,60.2171548,24.3945534,74.082,0.00,REFERENCE,ITRF2008
7810,1,1,4,2,4331283.4692,567549.8782,4633140.2656,46.8772300,7.4652219,951.206,0.12,REFERENCE,ITRF2008
7811,1,1,2,2,3738332.6866,1148246.6146,5021816.0978,52.2769815,17.0745883,122.647,0.00,REFERENCE,ITRF2008
7820,1,1,2,2,-1281275.9698,5640727.3413,2682925.7547,25.0299658,102.7974322,1993.086,0.00,REFERENCE,ITRF2008
7821,1,1,2,2,-2830744.4452,4676580.2926,3275072.8432,31.0960947,121.1866128,99.972,0.00,REFERENCE,ITRF2008
7822,1,1,2,2,-5246415.7847,-3077274.1678,-1913807.3274,-17.5767414,-149.6063349,94.533,0.00,REFERENCE,ITRF2008
7823,1,1,2,2,5105602.9864,-555206.7057,3769654.5928,36.4627849,-6.2062191,68.179,0.00,REFERENCE,ITRF2008
7824,1,1,4,2,5105473.7630,-555110.5593,3769892.8108,36.4652550,-6.2053086,98.081,0.17,REFERENCE,ITRF2008
7825,1,1,2,2,-4467064.5967,2683034.8816,-3667007.5472,-35.3161430,149.0098803,804.979,0.00,REFERENCE,ITRF2008
7830,1,1,2,2,4744552.5948,2119414.5089,3686245.0817,35.5330419,24.0705457,160.317,0.00,REFERENCE,ITRF2008
7831,1,1,2,2,4728283.2206,2879670.5403,3156894.8555,29.8590110,31.3427058,131.894,0.00,REFERENCE,ITRF2008
7832,1,1,7,7,3992101.0582,4192172.5006,2670410.6737,24.9105453,46.4003646,760.124,0.39,REFERENCE,IGS97|ITRF2008|ITRF97
7833,1,1,2,2,3899223.9988,396743.1512,5015074.0514,52.1784026,5.8098087,93.400,0.00,REFERENCE,ITRF2008
7834,1,1,2,2,4075529.7639,931781.5560,4801618.4101,49.1449403,12.8780998,661.133,0.00,REFERENCE,ITRF2008
7835,1,1,2,2,4581691.5261,556159.6912,4389359.5840,43.7546924,6.9211251,1322.827,0.00,REFERENCE,ITRF2008
7836,1,1,2,2,3800639.5467,881982.1703,5028831.7612,52.3800197,13.0648956,133.529,0.00,REFERENCE,ITRF2008
7837,1,1,2,2,-2831088.3229,4676203.2356,3275172.7245,31.0975391,121.1917427,27.845,0.00,REFERENCE,ITRF2008
7838,1,1,2,2,-3822388.3172,3699363.6038,3507573.0809,33.5776933,135.9370381,101.597,0.00,REFERENCE,ITRF2008
7839,1,1,2,2,4194426.3766,1162694.1763,4647246.7304,47.0671368,15.4933632,539.385,0.00,REFERENCE,ITRF2008
7840,1,1,2,2,4033463.6085,23662.6167,4924305.2504,50.8673819,0.3361261,75.402,0.00,REFERENCE,ITRF2008
7841,1,1,2,2,3800432.1796,881692.0943,5029030.1272,52.3830125,13.0614342,127.331,0.00,REFERENCE,ITRF2008
7843,1,1,2,2,-4446477.3634,2678127.0091,-3696250.8619,-35.6362477,148.9393150,1349.882,0.00,REFERENCE,ITRF2008
7845,1,1,2,2,4581692.0596,556196.1763,4389355.1539,43.7546330,6.9215739,1323.321,0.00,REFERENCE,ITRF2008
7847,1,1,2,2,-2389018.3759,5043337.0873,-3078505.6270,-29.0462943,115.3468183,242.400,0.00,REFERENCE,ITRF2008
7848,1,1,2,2,4696991.9184,724001.6672,4239671.6437,41.9273899,8.7626958,96.808,0.00,REFERENCE,ITRF2008
7849,1,1,7,7,-4467063.5964,2683034.4690,-3667007.4455,-35.3161478,149.0098785,804.047,0.56,REFERENCE,IGS97|ITRF2008|ITRF97
7850,1,1,2,2,-1330008.2992,-5328391.5857,3236502.6770,30.6804971,-104.0150940,2004.230,0.00,REFERENCE,ITRF2008
7853,1,1,2,2,-2410421.3385,-4477799.9973,3838689.9647,37.2325990,-118.2937945,1177.710,0.00,REFERENCE,ITRF2008
7882,1,1,2,2,-1997242.5189,-5528040.8820,2468355.5773,22.9175531,-109.8644335,111.543,0.00,REFERENCE,ITRF2008
7883,1,1,2,2,-2406127.3196,-4898367.9360,3290336.8951,31.2566479,-116.1607324,164.970,0.00,REFERENCE,ITRF2008
7884,1,1,2,2,-1483442.9207,-5019625.6689,3635692.0507,34.9642491,-106.4639168,1875.499,0.00,REFERENCE,ITRF2008
7885,1,1,2,2,-1330125.4972,-5328526.6252,3236150.1826,30.6770300,-104.0159391,1961.472,0.00,REFERENCE,ITRF2008
7886,1,1,2,2,-2517242.6470,-4198550.8236,4076570.2745,39.9750092,-120.9448097,1106.297,0.00,REFERENCE,ITRF2008
7888,1,1,2,2,-1936744.0187,-5077635.5658,3331992.7172,31.6851097,-110.8781693,2327.827,0.00,REFERENCE,ITRF2008
7891,1,1,2,2,-1923976.8966,-4850871.6705,3658574.7776,35.2145374,-111.6345138,2144.441,0.00,REFERENCE,ITRF2008
7892,1,1,2,2,-1631485.0349,-4589134.3524,4106749.8204,40.3268454,-109.5708294,1590.844,0.00,REFERENCE,ITRF2008
7894,1,1,2,2,-2196778.0237,-4887336.9234,3448425.0419,32.9391342,-114.2031378,238.325,0.00,REFERENCE,ITRF2008
7896,1,1,2,2,-2493212.3419,-4655229.1285,3565574.6361,34.2055535,-118.1722741,441.520,0.00,REFERENCE,ITRF2008
7899,1,1,2,2,1131364.5476,-4831168.7939,3994128.9688,39.0209319,-76.8199645,10.015,0.00,REFERENCE,ITRF2008
7907,1,1,2,2,1942792.2000,-5804077.6218,-1796918.9828,-16.4657410,-71.4931201,2492.211,0.00,REFERENCE,ITRF2008
7918,1,1,2,2,1130705.0936,-4831345.4414,3994116.0196,39.0207183,-76.8278438,18.704,0.00,REFERENCE,ITRF2008
7919,1,1,2,2,1130705.5838,-4831347.6768,3994117.8005,39.0207178,-76.8278442,21.603,0.00,REFERENCE,ITRF2008
7920,1,1,2,2,1130741.6945,-4831369.7892,3994076.1487,39.0202576,-76.8274963,18.500,0.00,REFERENCE,ITRF2008
7921,1,1,2,2,-1936759.8355,-5077703.0161,3331921.2162,31.6842361,-110.8780717,2348.696,0.00,REFERENCE,ITRF2008
7929,1,1,2,2,5186467.8012,-3653856.3339,-654321.6686,-5.9278067,-35.1646200,39.590,0.00,REFERENCE,ITRF2008
7939,1,1,2,2,4641964.7397,1393070.2557,4133262.5104,40.6488340,16.7046890,535.843,0.00,REFERENCE,ITRF2008
7940,1,1,2,2,4595217.0983,2039465.1840,3912614.6694,38.0784177,23.9327715,511.414,0.00,REFERENCE,ITRF2008
7941,1,1,2,2,4641978.7136,1393067.6300,4133249.5497,40.6486714,16.7046118,536.983,0.00,REFERENCE,ITRF2008
7943,1,1,2,2,-4447549.3119,2677134.0202,-3694995.6868,-35.6249226,148.9548078,948.758,0.00,REFERENCE,ITRF2008
8833,1,1,2,2,3899237.5996,396769.4526,5015055.3713,52.1781847,5.8101711,88.574,0.00,REFERENCE,ITRF2008
8834,1,1,2,2,4075576.7367,931785.5955,4801583.6546,49.1444184,12.8780102,665.388,0.00,REFERENCE,ITRF2008
8872,1,3,4,4,-3239596.8906,5277280.0014,1523628.8158,13.9126937,121.5447758,88.627,1.95,RNXHDR,
8872,2,3,4,4,-3295062.5329,5262094.4436,1456037.2536,13.2842005,122.0543211,60.818,3.49,RNXHDR,
8872,3,3,3,3,-3223611.4416,5271159.4425,1577293.6954,14.4129938,121.4481390,61.392,2.30,RNXHDR,
A195,1,1,53,53,-2970996.1528,4988615.4687,2631055.8008,24.5220964,120.7761355,123.736,0.00,RNX2SNX,ITRF00|ITRF2005
AB07,1,1,2,2,-3425750.1055,-1214685.8964,5223662.7782,55.3492758,-160.4767577,89.567,0.00,REFERENCE,ITRF2014_0
AB09,1,1,2,2,-2583614.6744,-546236.9686,5786501.7725,65.6149810,-168.0621253,162.087,0.00,REFERENCE,ITRF2014_0
AB11,1,1,2,2,-2658010.3333,-693674.8140,5737338.5443,64.5644958,-165.3734587,349.451,0.00,REFERENCE,ITRF2014_0
AB14,1,1,44,44,-3107639.2499,5230020.2128,1909770.1754,17.5383708,120.7184677,133.548,2.87,GPSEST,ITRF2005
AB21,1,1,2,2,-3940203.6773,-229768.0660,4993529.8690,51.8641494,-176.6626475,59.376,0.00,REFERENCE,ITRF2014_0
AB42,1,1,2,2,-2457270.9753,-2143703.7601,5464033.5464,59.3403756,-138.8988128,773.304,0.00,REFERENCE,ITRF2014_0
AB44,1,1,2,2,-2302043.3473,-2283770.7981,5474261.8598,59.5280386,-135.2282985,304.190,0.00,REFERENCE,ITRF2014_0
AB50,1,1,2,2,-2348976.3544,-2386558.2789,5410237.6137,58.4167751,-134.5453015,51.564,0.00,REFERENCE,ITRF2014_0
ABER,1,1,2,2,3466272.1933,-125904.1383,5334662.4750,57.1440088,-2.0802192,53.470,0.00,REFERENCE,ITRF2014_0
ABLA,1,1,63,63,-3170321.6880,5333399.1070,1473377.7920,13.4452748,120.7284346,72.621,0.15,GPSEST,ITRF2005
ABMF,1,1,700,700,2919785.8259,-5383744.9028,1774604.9346,16.2623075,-61.5275349,-25.572,0.29,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
ABPO,1,1,700,700,4097216.4827,4429119.2903,-2065771.1136,-19.0183037,47.2292148,1552.964,0.37,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
ABUY,1,1,619,619,-3595836.4156,5132844.4766,1181541.3665,10.7470383,125.0133305,74.383,0.10,RNX2SNX,IGS14|IGS20
AC15,1,1,2,2,-2720900.2165,-1588436.7265,5527227.6909,60.4813326,-149.7240071,151.449,0.00,REFERENCE,ITRF2014_0
ACDR,1,1,52,52,-3196161.8409,5282435.6333,1595957.8370,14.5867845,121.1762272,250.219,0.00,RNX2SNX,ITRF00
ACOR,1,1,2,2,4594489.6527,-678367.6597,4357066.1821,43.3643844,-8.3989316,66.900,0.00,REFERENCE,ITRF2014_0
ACU6,1,1,2,2,1560586.4326,-4503296.2484,4224372.1496,41.7432528,-70.8865920,5.014,0.00,REFERENCE,ITRF2014_0
ADE0,1,1,2,2,2960619.1496,-5360157.5811,1778271.6916,16.2968655,-61.0864578,-40.312,0.00,REFERENCE,ITRF2014_0
ADE1,1,1,705,705,-3939183.0631,3467075.3828,-3613219.5716,-34.7289875,138.6473517,38.020,1.29,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF2014_0
ADE2,1,1,628,628,-3939183.0633,3467075.3827,-3613219.5710,-34.7289875,138.6473517,38.020,1.29,RNX2SNX,IGS14|IGS14_0|IGS20|IGb08|ITRF2014_0
ADIS,1,1,700,700,4913652.4622,3945922.9245,995383.6135,9.0351383,38.7663075,2439.120,0.48,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
ADMA,1,1,52,52,-3186099.4190,5291438.0525,1585611.8167,14.4905851,121.0531359,80.227,0.00,RNX2SNX,ITRF00
ADMI,1,1,30,30,-3557621.2048,5149680.6607,1225063.0532,11.1470565,124.6383870,481.405,3.91,GPSEST,ITRF2005
AGUS,1,1,619,619,-3311735.7501,5272571.1607,1378783.7674,12.5677338,122.1331932,64.702,0.15,RNX2SNX,IGS14|IGS20
AIRA,1,1,701,701,-3530186.0461,4118797.1529,3344036.6154,31.8240579,130.5995984,314.663,0.68,RNX2SNX,IGS08|IGS14|IGS20|IGS20_0|IGb08|ITRF2014_0
AIS1,1,1,2,2,-2430153.9814,-2737192.8875,5205816.5417,55.0690717,-131.5995367,32.183,0.00,REFERENCE,ITRF2014_0
AIS5,1,1,2,2,-2430154.0361,-2737192.9706,5205816.6746,55.0690717,-131.5995364,32.348,0.00,REFERENCE,ITRF2014_0
AJAC,1,1,708,708,4696989.1512,723994.8622,4239678.7858,41.9274604,8.7626198,98.774,0.82,RNX2SNX,IGS00|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|ITRF2014_0
ALAB,1,15,1800,1800,-3279949.8114,5246269.0281,1543989.2206,14.1024243,122.0134847,58.540,124.59,RNX2SNX,IGS14|IGS20|ITRF2005
ALAB,2,15,2,2,-3285583.7807,5245975.6644,1549804.4064,14.1473364,122.0591431,4134.707,0.00,GPSEST,ITRF2005
ALAB,3,15,2,2,-3291759.6630,5247402.2617,1554095.7261,14.1749883,122.1005519,9536.955,0.00,GPSEST,ITRF2005
ALAB,4,15,2,2,-3294006.3834,5245949.3889,1545996.5277,14.1041787,122.1252974,7523.288,0.00,GPSEST,ITRF2005
ALAB,5,15,2,2,-3285248.8967,5244399.1252,1559076.4090,14.2318756,122.0642631,4939.908,0.00,GPSEST,ITRF2005
ALAB,6,15,2,2,-3278487.0250,5244017.5697,1562333.1678,14.2690853,122.0130512,1951.373,0.00,GPSEST,ITRF2005
ALAB,7,15,2,2,-3286456.2536,5249001.8362,1564632.1090,14.2703913,122.0511231,10709.497,0.00,GPSEST,ITRF2005
ALAB,8,15,2,2,-3288602.5872,5242410.8801,1568150.7280,14.3110682,122.1003486,7270.551,0.00,GPSEST,ITRF2005
ALAB,9,15,2,2,-3275345.4232,5243046.6378,1578264.5288,14.4140962,121.9931326,3486.846,0.00,GPSEST,ITRF2005
ALAB,10,15,2,2,-3289047.0209,5241254.8020,1575795.3796,14.3795863,122.1095232,8444.720,0.00,GPSEST,ITRF2005
ALAB,11,15,2,2,-3291366.2207,5246731.8076,1568213.1614,14.3001774,122.1007645,12255.881,0.00,GPSEST,ITRF2005
ALAB,12,15,2,2,-3287807.7228,5241275.2244,1567856.7503,14.3115861,122.0997017,5856.417,0.00,GPSEST,ITRF2005
ALAB,13,15,2,2,-3284468.2358,5245170.5190,1553618.7314,14.1835592,122.0543468,3832.447,0.00,GPSEST,ITRF2005
ALAB,14,15,2,2,-3288895.3960,5245864.7203,1560478.9771,14.2370942,122.0856596,8365.478,0.00,GPSEST,ITRF2005
ALAB,15,15,2,2,-3283058.5263,5244252.9711,1552171.1227,14.1742562,122.0477920,1998.549,0.00,GPSEST,ITRF2005
ALAC,1,1,2,2,5009051.1223,-42072.0981,3935057.7955,38.3389213,-0.4812283,60.317,0.00,REFERENCE,ITRF2014_0
ALBH,1,1,767,767,-2341333.1606,-3539049.5307,4745791.2203,48.3897797,-123.4874726,31.753,0.31,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
ALBU,1,16,1517,1517,-3565179.5933,5149899.3885,1199972.7889,10.9166843,124.6941354,76.563,194.97,RNX2SNX,IGS14|IGS20|ITRF2005
ALBU,2,16,14,14,-3036712.6991,5035603.9069,2462560.6789,22.8601722,121.0920091,264.352,0.00,COORDINATE,ITRF2005
ALBU,3,16,9,9,-1483442.8397,-5019625.6450,3635692.0031,34.9642490,-106.4639160,1875.434,0.09,REFERENCE,IGS00|IGS97|ITRF97
ALBU,4,16,2,2,-3572217.4906,5151532.2835,1207349.6454,10.9729473,124.7385282,6730.229,0.00,GPSEST,ITRF2005
ALBU,5,16,2,2,-3570188.9706,5147923.5938,1215149.9217,11.0492174,124.7420894,4174.561,0.00,GPSEST,ITRF2005
ALBU,6,16,2,2,-3562946.3926,5145035.0288,1217819.0952,11.0841708,124.7026738,-1691.776,0.00,GPSEST,ITRF2005
ALBU,7,16,2,2,-3571163.6396,5152645.0240,1220947.2691,11.0929045,124.7248185,9640.713,0.00,GPSEST,ITRF2005
ALBU,8,16,2,2,-3573414.1288,5145714.8874,1224220.5913,11.1295819,124.7778390,5942.998,0.00,GPSEST,ITRF2005
ALBU,9,16,2,2,-3573458.8008,5144521.9322,1231683.4352,11.1973757,124.7843988,6451.594,0.00,GPSEST,ITRF2005
ALBU,10,16,2,2,-3558344.7412,5145409.2607,1233992.8009,11.2316941,124.6660747,-829.118,0.00,GPSEST,ITRF2005
ALBU,11,16,2,2,-3577047.6937,5143443.6942,1240004.3381,11.2690212,124.8169810,9213.129,0.00,GPSEST,ITRF2005
ALBU,12,16,2,2,-3572391.3135,5144468.4047,1223890.6237,11.1294597,124.7766578,4302.300,0.00,GPSEST,ITRF2005
ALBU,13,16,2,2,-3578676.6762,5147109.7687,1230941.3097,11.1818640,124.8100732,11313.354,0.00,GPSEST,ITRF2005
ALBU,14,16,2,2,-3569304.7029,5148965.6615,1209727.8847,11.0005248,124.7300134,3483.675,0.00,GPSEST,ITRF2005
ALBU,15,16,2,2,-3573688.2382,5149133.6239,1216535.0379,11.0563204,124.7620712,7373.534,0.00,GPSEST,ITRF2005
ALBU,16,16,2,2,-3568210.0341,5147672.2918,1208325.4708,10.9909912,124.7285241,1560.555,0.00,GPSEST,ITRF2005
ALBY,1,1,2,2,-2441714.5289,4629128.5096,-3633363.2698,-34.9502265,117.8101871,36.645,0.00,REFERENCE,ITRF2014_0
ALCA,1,1,619,619,-3308431.5295,5283320.9734,1345384.7166,12.2585989,122.0549224,64.823,0.13,RNX2SNX,IGS14|IGS20
ALCO,1,1,619,619,-3470997.5434,5242582.5215,1068530.3574,9.7087805,123.5076587,103.142,0.16,RNX2SNX,IGS14|IGS20
ALDI,1,1,2,2,184948.6658,-5511274.9297,3194254.8724,30.2491688,-88.0779760,-19.204,0.00,REFERENCE,ITRF2014_0
ALFS,1,1,53,53,-2970772.4200,5073745.8300,2464157.1000,22.8766011,120.3497655,58.517,0.00,RNX2SNX,ITRF00|ITRF2005
ALGO,1,1,772,772,918129.0455,-4346071.3451,4561977.9359,45.9558008,-78.0713725,200.975,0.49,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
ALIC,1,25,3089,3089,-4052052.4799,4212836.1383,-2545105.0239,-23.6701140,133.8855188,603.357,146.21,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
ALIC,2,25,4,4,-4054781.2960,4200926.8758,-2521447.0707,-23.4982915,133.9858350,-14986.637,373.25,GPSEST,ITRF2005
ALIC,3,25,4,4,-4053195.4443,4198132.4629,-2514204.0941,-23.4493595,133.9936862,-20726.099,452.72,GPSEST,ITRF2005
ALIC,4,25,2,2,-4074244.6579,4184868.2339,-2529018.2978,-23.5538127,134.2326192,-10115.368,0.00,GPSEST,ITRF2005
ALIC,5,25,2,2,-4078092.8412,4205760.9846,-2527954.7011,-23.4813310,134.1170454,5659.077,0.00,GPSEST,ITRF2005
ALIC,6,25,2,2,-4055301.6905,4210390.8659,-2538882.3476,-23.6168621,133.9250855,-1442.026,0.00,GPSEST,ITRF2005
ALIC,7,25,2,2,-4060472.7051,4209606.8443,-2533931.7670,-23.5649621,133.9668986,-651.912,0.00,GPSEST,ITRF2005
ALIC,8,25,2,2,-4064007.3130,4210269.4148,-2541929.3261,-23.6205249,133.9873038,5235.099,0.00,GPSEST,ITRF2005
ALIC,9,25,2,2,-4080245.4653,4206764.9495,-2536740.1713,-23.5459896,134.1253216,11199.240,0.00,GPSEST,ITRF2005
ALIC,10,25,2,2,-4241228.1047,4268417.9407,-2111090.5428,-19.4533893,134.8169304,1059.011,0.00,GPSEST,ITRF2005
ALIC,11,25,2,2,-4244013.4500,4277120.2338,-2111880.7883,-19.4356628,134.7773924,8995.685,0.00,GPSEST,ITRF2005
ALIC,12,25,2,2,-4071477.1144,4205988.9070,-2545881.9596,-23.6455415,134.0690050,8756.252,0.00,GPSEST,ITRF2005
ALIC,13,25,2,2,-4092163.7181,4200511.0090,-2524991.9544,-23.4351296,134.2514491,10022.468,0.00,GPSEST,ITRF2005
ALIC,14,25,2,2,-4087349.2896,4215404.4371,-2517289.8916,-23.3452117,134.1163850,13687.593,0.00,GPSEST,ITRF2005
ALIC,15,25,2,2,-4068101.0007,4199141.9606,-2527919.2847,-23.5231895,134.0919022,-5090.836,0.00,GPSEST,ITRF2005
ALIC,16,25,2,2,-4074422.0543,4192107.0571,-2508157.9748,-23.3615717,134.1843737,-13545.803,0.00,GPSEST,ITRF2005
ALIC,17,25,2,2,-4053221.9995,4205876.8458,-2530368.1512,-23.5633259,133.9411093,-9150.785,0.00,GPSEST,ITRF2005
ALIC,18,25,2,2,-4044548.2097,4201445.5897,-2528181.2950,-23.5785103,133.9099588,-18465.730,0.00,GPSEST,ITRF2005
ALIC,19,25,2,2,-4049534.8700,4203311.5677,-2526867.1344,-23.5502225,133.9325215,-14588.487,0.00,GPSEST,ITRF2005
ALIC,20,25,2,2,-4053826.8521,4200951.3240,-2521241.2808,-23.4989119,133.9789285,-15660.393,0.00,GPSEST,ITRF2005
ALIC,21,25,2,2,-4061112.9018,4200194.7659,-2505332.9390,-23.3504997,134.0354976,-17839.179,0.00,GPSEST,ITRF2005
ALIC,22,25,2,2,-4058158.4289,4199793.5904,-2513824.6403,-23.4294824,134.0173954,-16617.423,0.00,GPSEST,ITRF2005
ALIC,23,25,2,2,-4052393.6039,4205407.0604,-2536023.8404,-23.6134910,133.9384556,-7724.392,0.00,GPSEST,ITRF2005
ALIC,24,25,2,2,-4056262.1297,4206869.4167,-2528447.0345,-23.5372008,133.9558188,-7329.127,0.00,GPSEST,ITRF2005
ALIC,25,25,2,2,-4052402.6511,4206525.5845,-2537177.1053,-23.6201029,133.9309062,-6518.601,0.00,GPSEST,ITRF2005
ALME,1,1,10,10,5105220.1362,-219278.6169,3804387.0582,36.8525334,-2.4594477,127.485,0.25,REFERENCE,IGS00|IGS97|ITRF2014_0
ALON,1,1,2,2,4470258.0424,3084589.8346,3332952.8896,31.7079371,34.6066462,55.685,0.00,REFERENCE,ITRF2014_0
ALRT,1,1,762,762,388042.2470,-740382.4969,6302002.0192,82.4942950,-62.3404941,78.255,0.60,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
AMBA,1,1,2,2,-6008441.3961,1312325.9208,-1684915.0298,-15.4195182,167.6793026,78.955,0.00,REFERENCE,ITRF2014_0
AMBL,1,1,2,2,4119296.1746,71494.5831,4852820.3755,49.8593862,0.9943268,129.931,0.00,REFERENCE,ITRF2014_0
AMC2,1,1,767,767,-1248596.4949,-4819428.2023,3976505.8964,38.8031234,-104.5245972,1911.384,0.46,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
AMCT,1,1,18,9,-1248596.3564,-4819428.5443,3976505.5748,38.8031194,-104.5245947,1911.414,0.63,REFERENCE,IGS00|IGS97|ITRF97
AMMN,1,1,55,55,4386124.5209,3172638.1160,3363685.2299,32.0285456,35.8795386,1074.514,0.29,RNX2SNX,ITRF00|ITRF2005|ITRF2014_0
AMUN,1,1,4,4,-184.3371,159.0615,-6359568.2615,-89.9978211,139.2096224,2815.952,0.00,REFERENCE,IGS00
ANCH,1,1,53,53,-2971583.4600,5077535.8100,2455422.4700,22.7910118,120.3379318,61.051,0.00,RNX2SNX,ITRF00|ITRF2005
ANDE,1,1,2,2,2169480.8097,627616.9354,5944952.3187,69.3260583,16.1348185,44.307,0.00,REFERENCE,ITRF2014_0
ANDO,1,1,2,2,2175765.7883,624248.2600,5943417.8150,69.2783741,16.0086976,413.767,0.00,REFERENCE,ITRF2014_0
ANG1,1,1,2,2,-532087.0968,-5541064.7159,3103079.2085,29.3014751,-95.4850749,-9.467,0.00,REFERENCE,ITRF2014_0
ANGT,1,13,947,947,-3177303.0235,5282307.9109,1632706.1392,14.9306228,121.0268673,85.804,13.41,RNX2SNX,IGS14|IGS20|ITRF2005
ANGT,2,13,4,4,-3186185.9837,5277536.6038,1664416.9734,15.2059939,121.1204715,8810.783,162.07,GPSEST,ITRF2005
ANGT,3,13,2,2,-3198119.9424,5282618.5441,1631354.1002,14.8932135,121.1908926,10388.074,0.00,GPSEST,ITRF2005
ANGT,4,13,2,2,-3182470.1178,5280846.2692,1647891.4052,15.0598283,121.0750147,5379.691,0.00,GPSEST,ITRF2005
ANGT,5,13,2,2,-3176642.3769,5282919.6108,1652175.9103,15.1000727,121.0186749,5307.443,0.00,GPSEST,ITRF2005
ANGT,6,13,2,2,-3184341.7633,5286742.9072,1654145.0476,15.1001948,121.0616411,12816.155,0.00,GPSEST,ITRF2005
ANGT,7,13,2,2,-3185906.3782,5278987.8769,1656994.6714,15.1387449,121.1112772,7927.895,0.00,GPSEST,ITRF2005
ANGT,8,13,2,2,-3171935.7660,5278241.8163,1666657.3018,15.2415126,121.0035739,2887.355,0.00,GPSEST,ITRF2005
ANGT,9,13,2,2,-3188347.6157,5282880.6642,1656811.6965,15.1263293,121.1120079,12315.083,0.00,GPSEST,ITRF2005
ANGT,10,13,2,2,-3185139.8575,5277695.4392,1656597.1315,15.1388232,121.1113844,6373.618,0.00,GPSEST,ITRF2005
ANGT,11,13,2,2,-3181579.9993,5281226.9961,1642198.7135,15.0104894,121.0661038,3774.223,0.00,GPSEST,ITRF2005
ANGT,12,13,2,2,-3186121.1710,5281998.6711,1649080.2283,15.0634543,121.0985355,8462.022,0.00,GPSEST,ITRF2005
ANGT,13,13,2,2,-3180229.3048,5280510.3027,1640853.6853,15.0018196,121.0587875,2159.823,0.00,GPSEST,ITRF2005
ANJ1,1,1,51,51,-2951799.0421,5076176.7530,2481731.0612,23.0490054,120.1780202,43.405,0.00,RNX2SNX,ITRF00
ANJH,1,1,2,2,-2951751.9407,5076164.2040,2481739.3167,23.0491960,120.1776844,14.868,49.44,REFERENCE,ITRF00|ITRF2005
ANKN,1,1,53,53,-3025287.8240,4932043.0310,2674988.2510,24.9591173,121.5247217,44.682,0.00,RNX2SNX,ITRF00|ITRF2005
ANKR,1,1,337,337,4121948.3756,2652187.8369,4069023.9190,39.8873732,32.7584702,976.007,0.36,RNX2SNX,IGS00|IGS08|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
ANP1,1,1,2,2,1149298.4463,-4827706.7686,3993217.2416,39.0102874,-76.6092493,20.235,0.00,REFERENCE,ITRF2014_0
